"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","product","location"
"28","LMB2_001855",717.028124989217,1.84551656176214,0.544721583263195,3.38799970198801,0.000704043408226376,0.0323773048844846,NA,"RecX family transcriptional regulator",1855
"29","LMB2_001667",372.135924556786,1.72774528556494,0.508966285601627,3.39461637134303,0.000687248259022246,0.0319999970607233,NA,"RidA family protein",1667
"30","LMB2_003010",618.679846680618,1.41156732821726,0.415074129042018,3.40075959799066,0.000671988964366838,0.0316855555983098,NA,"NAD(P)-dependent oxidoreductase",3010
"31","LMB2_003096",415.844378146585,1.28054992723933,0.375278812803353,3.41226278582996,0.000644259727422074,0.0307675318544516,NA,"SRPBCC family protein",3096
"32","LMB2_000261",603.986312395135,1.20094821563583,0.350236231423223,3.42896624588396,0.000605884874539956,0.0293249189442487,NA,"iron-siderophore ABC transporter substrate-binding protein",261
"33","LMB2_002710",538.734252238531,0.690442083698284,0.201363503441037,3.42883428178164,0.000606179532538833,0.0293249189442487,NA,"extracellular solute-binding protein",2710
"34","LMB2_001119",60.5305249801813,-0.920005766008186,0.267250299358098,-3.44248731701302,0.000576390892034817,0.0286274143043959,NA,"AURKAIP1/COX24 domain-containing protein",1119
"35","LMB2_001365",1321.97603487298,2.0782199305617,0.60268215827701,3.44828514005302,0.000564158120653694,0.028398499992365,"paaA","1%2C2-phenylacetyl-CoA epoxidase subunit A",1365
"36","LMB2_003001",609.013536256885,1.18686944314183,0.343389169307691,3.4563391895402,0.000547565819498648,0.027940858597705,NA,"2-oxo acid dehydrogenase subunit E2",3001
"37","LMB2_002053",1465.38255809512,2.27830093777434,0.653273559568712,3.48751438720168,0.000487532692145088,0.0252230455311174,NA,"PAC2 family protein",2053
"38","LMB2_002225",1392.45935030576,2.14897294244844,0.615328156519586,3.49240144413908,0.000478698212613608,0.0251148005913477,NA,"thiolase family protein",2225
"39","LMB2_002209",230.555692028706,0.909316128923773,0.260055193578932,3.49662745207885,0.000471179353196503,0.0250734727236711,NA,"ABC transporter substrate-binding protein",2209
"40","LMB2_000225",234.280568380744,0.832341287375052,0.236952660497407,3.5126901957033,0.000443594384567678,0.0239476678625304,NA,"carboxymuconolactone decarboxylase family protein",225
"41","LMB2_001339",314.513081841137,0.967067473574217,0.274817425587886,3.51894524703257,0.000433266115841819,0.0238819504222614,NA,"phage holin family protein",1339
"42","LMB2_003289",438.758635622151,0.419715250032088,0.119328922008408,3.51729692155031,0.000435965806366115,0.0238819504222614,NA,"NtaA/DmoA family FMN-dependent monooxygenase",3289
"43","LMB2_002218",811.427491015632,-1.17709674700157,0.333571204873051,-3.52877205767668,0.000417492567291082,0.0235630274721103,NA,"ammonium transporter",2218
"44","LMB2_000228",209.666862670043,1.50884874593439,0.423803133128829,3.5602585917545,0.000370489773103206,0.0222686525482748,NA,"CDGSH iron-sulfur domain-containing protein",228
"45","LMB2_000544",548.725944832539,0.399410579377541,0.112485099882418,3.55078654679641,0.000384081780118756,0.0222686525482748,NA,"serine/threonine protein kinase",544
"46","LMB2_001264",10.8345778272278,-1.52463531617433,0.428770526893409,-3.55583049800749,0.000376786954567246,0.0222686525482748,NA,"hypothetical protein",1264
"47","LMB2_003097",508.05365869239,1.90697662534269,0.537244590252242,3.54955016754537,0.000385889929955178,0.0222686525482748,NA,NA,3097
"48","LMB2_003183",239.939501716698,0.758603529374237,0.213828444121951,3.54772038158585,0.000388580514265197,0.0222686525482748,NA,"hypothetical protein",3183
"49","LMB2_003542",619.111330116205,1.67656286195458,0.467900910837873,3.58315793605177,0.000339465214477947,0.0210751320655059,NA,"ABC transporter substrate-binding protein",3542
"50","LMB2_003545",247.651755348829,0.871780966410642,0.242995124636944,3.5876479732388,0.000333674372530167,0.0210667294521165,NA,"ABC transporter ATP-binding protein",3545
"51","LMB2_003077",239.094045888872,0.697034068917834,0.193962647722862,3.5936510307581,0.000326076496135802,0.0209419818638942,NA,"MBL fold metallo-hydrolase",3077
"52","LMB2_000736",417.824546699513,1.11298284673623,0.306820893678867,3.62746758667986,0.000286214692224317,0.0192043789049964,NA,"DUF1761 domain-containing protein",736
"53","LMB2_003291",252.977195756491,0.556850447921491,0.153652738454224,3.62408411020535,0.00028998723100759,0.0192043789049964,NA,"PadR family transcriptional regulator",3291
"54","LMB2_003519",169.162268452798,0.577946430540331,0.15962511961747,3.62064837868462,0.000293865663781154,0.0192043789049964,NA,"VOC family protein",3519
"55","LMB2_000125",178.722691485816,1.53128966807416,0.41961964525508,3.64923254997585,0.000263024919888051,0.0183510620426927,NA,"hypothetical protein",125
"56","LMB2_001854",7545.04274893996,2.58380945696132,0.708608588711596,3.64631405563295,0.000266028818873934,0.0183510620426927,"recA","recombinase RecA",1854
"57","LMB2_001349",507.999299353055,-0.323026844864981,0.0882461545651868,-3.66052035305814,0.000251703558096602,0.0180883978299752,NA,"MHS family MFS transporter",1349
"58","LMB2_002202",185.662293155552,1.2272294667234,0.334262687808822,3.67145215868455,0.000241176228029431,0.0180883978299752,NA,"ATP-dependent DNA ligase",2202
"59","LMB2_002353",605.563270197171,2.03561974916837,0.553273976373953,3.67922554845145,0.000233943300223998,0.0180883978299752,NA,"helix-turn-helix transcriptional regulator",2353
"60","LMB2_003006",417.105724693194,1.75977077327006,0.480850898126569,3.65970154184231,0.000252509177760727,0.0180883978299752,NA,"flavin reductase",3006
"61","LMB2_003377",11.0133710789799,-1.80038978025664,0.491625286628931,-3.66211793661366,0.000250138647782252,0.0180883978299752,NA,NA,3377
"62","LMB2_000576",314.945859736669,1.22007670516451,0.330028192345541,3.69688630687369,0.000218260029784257,0.0172982683180076,NA,"hypothetical protein",576
"63","LMB2_003005",1183.72990519023,2.10387098171801,0.567495998049358,3.70728778519954,0.000209490835806498,0.0169642035517218,NA,"acyl-CoA dehydrogenase family protein",3005
"64","LMB2_002373",667.744066187038,2.03513805063118,0.546869879493827,3.7214301371194,0.000198097674444945,0.0163980852734983,NA,"alpha/beta hydrolase",2373
"65","LMB2_001858",361.646864539115,1.84421530144669,0.494254295906123,3.73130859301013,0.000190487712204867,0.0161265165446166,NA,"dihydrofolate reductase family protein",1858
"66","LMB2_002737",361.906859534103,1.00641407830975,0.269345755122673,3.7365136044241,0.000186589358316202,0.0161265165446166,NA,"nitroreductase family protein",2737
"67","LMB2_002808",534.404801255512,1.12158739855092,0.299697053947421,3.74240381671449,0.000182268305798824,0.0161265165446166,NA,"NAD(P)-dependent oxidoreductase",2808
"68","LMB2_002210",209.036349346771,0.955442262347538,0.254459377462099,3.75479289416186,0.000173484868569666,0.0157617350102928,NA,"siderophore-interacting protein",2210
"69","LMB2_000707",62.953673891156,-0.701150075123899,0.186220021785116,-3.7651701917046,0.00016643567824142,0.0154993225362323,NA,NA,707
"70","LMB2_002807",669.865575396886,1.41831754183729,0.37508624024166,3.7813105085473,0.000156004945397233,0.0149004723488383,NA,"SDR family NAD(P)-dependent oxidoreductase",2807
"71","LMB2_000227",1455.28942580043,2.10170989566176,0.552651530468567,3.80295679970309,0.000142979296051026,0.0140157336260546,NA,"iron-containing redox enzyme family protein",227
"72","LMB2_000656",173.351316312437,0.498141975856586,0.130574505463679,3.81500181898181,0.000136181930414485,0.0137102078592961,NA,"helix-turn-helix transcriptional regulator",656
"73","LMB2_000252",448.43333409343,0.479189413794016,0.125259276918788,3.82558023310879,0.000130464433703942,0.0134994448763107,NA,"hypothetical protein",252
"74","LMB2_003000",1041.25183326471,2.04310532719063,0.53140096029063,3.84475279471311,0.000120674027437132,0.0128431643486662,NA,"aldehyde dehydrogenase family protein",3000
"75","LMB2_003416",594.216967635607,1.36285354313816,0.352655787445388,3.86454325054627,0.000111297268515848,0.0121935978006333,NA,"aldo/keto reductase",3416
"76","LMB2_003019",515.124925061009,0.74726274029867,0.192526140650121,3.8813572940034,0.000103875099145896,0.0117252952823777,NA,"relaxase/mobilization nuclease domain-containing protein",3019
"77","LMB2_002006",291.541842684253,1.66149455527234,0.420771663650616,3.94868452133209,7.85818315776866e-05,0.00933070802184413,NA,"hypothetical protein",2006
"78","LMB2_002118",423.223187573455,1.72335558233243,0.436963824771063,3.94393193357674,8.01564179057751e-05,0.00933070802184413,NA,"VOC family protein",2118
"79","LMB2_002203",301.809797380168,2.09708177908661,0.530351899558479,3.95413268215395,7.68127772621329e-05,0.00933070802184413,NA,NA,2203
"80","LMB2_003640",1501.57375385617,2.42138164511047,0.611946906433367,3.95684922932791,7.59448299514808e-05,0.00933070802184413,"lexA","transcriptional repressor LexA",3640
"81","LMB2_001092",1244.58308135968,2.11919753463721,0.52788597625164,4.01449864170478,5.95722867924882e-05,0.0079252417250721,NA,"ABC transporter substrate-binding protein",1092
"82","LMB2_000598",857.086805821994,2.00357725706186,0.497539813198766,4.02696870463598,5.65005492963394e-05,0.00790380469856478,NA,"PadR family transcriptional regulator",598
"83","LMB2_002997",495.282510129873,1.47690608115326,0.367051152071606,4.02370643115468,5.72893226473152e-05,0.00790380469856478,NA,"N-acyl homoserine lactonase family protein",2997
"84","LMB2_003020",359.491750982238,1.64320106491838,0.407987761836716,4.02757439958706,5.63552373827838e-05,0.00790380469856478,NA,NA,3020
"85","LMB2_000328",393.780536760336,1.16665771771159,0.287080845139546,4.06386471777487,4.82668073900151e-05,0.00749141073032526,NA,"DUF3253 domain-containing protein",328
"86","LMB2_001676",318.037018707711,-0.500528642565409,0.122328633473848,-4.09167198514006,4.28274147308475e-05,0.00693617912488726,NA,"tyrosine-type recombinase/integrase",1676
"87","LMB2_000731",291.381589615154,1.25728339173853,0.30641622552987,4.10318803961628,4.07495788276e-05,0.0068996445969459,NA,"flavin reductase",731
"88","LMB2_000001",272.439964335221,-0.526446817028253,0.126766676875413,-4.15288015750109,3.28316700508541e-05,0.0058237129018777,NA,"MerR family transcriptional regulator",1
"89","LMB2_002275",116.720960949186,-0.636780565369329,0.152158368851338,-4.18498548700583,2.85184321086594e-05,0.0058237129018777,NA,"BLUF domain-containing protein",2275
"90","LMB2_002998",448.024195635302,1.90281367787709,0.455913857747771,4.17362544599335,2.99790468446894e-05,0.0058237129018777,NA,"RidA family protein",2998
"91","LMB2_003008",1668.78963162985,2.38844579993238,0.574126627005937,4.16013765532544,3.18055839935756e-05,0.0058237129018777,NA,"aminopeptidase P family protein",3008
"92","LMB2_003641",761.066767816512,2.5716734046319,0.611698312721823,4.20415317673338,2.6206142892429e-05,0.00574222836907635,NA,"LysM peptidoglycan-binding domain-containing protein",3641
"93","LMB2_000753",131.529083850063,-0.954550719590158,0.225635809959975,-4.23049302218245,2.33179677351646e-05,0.00542871436334301,NA,"Ltp family lipoprotein",753
"94","LMB2_003288",249.652848973286,0.485153340010941,0.113778760357293,4.26400620368372,2.00793865150597e-05,0.00498638098457316,NA,"ABC transporter permease",3288
"95","LMB2_000723",532.566969960361,0.473997866823025,0.109712599186857,4.32035946952396,1.55775234344385e-05,0.00414473391380596,NA,"ABC transporter substrate-binding protein",723
"96","LMB2_003292",205.585943609771,0.78298101246077,0.180275851444646,4.34323846586399,1.40397593217433e-05,0.00402293103642259,NA,"flavin reductase family protein",3292
"97","LMB2_000626",1615.38238283245,2.61373853903237,0.59710691300213,4.3773375958604,1.20137816470185e-05,0.00372927805292865,NA,"SDR family oxidoreductase",626
"98","LMB2_000211",260.647939954444,0.475098787320635,0.106265688162409,4.47085786142494,7.79064652246017e-06,0.0026951721995095,NA,"NAD(P)H-binding protein",211
"99","LMB2_000230",220.238270495975,1.3281337989166,0.296637926744605,4.4772892444737,7.55967959940955e-06,0.0026951721995095,NA,"hypothetical protein",230
"100","LMB2_000754",224.217463827337,-0.676813269060946,0.149755114066058,-4.51946681942628,6.19955624967832e-06,0.0026951721995095,NA,"TM2 domain-containing protein",754
"101","LMB2_002880",885.055894047457,2.77184711172684,0.619494827396057,4.47436683753735,7.66380700695937e-06,0.0026951721995095,NA,"hypothetical protein",2880
"102","LMB2_003007",669.50100213312,2.61488193583025,0.573051420225643,4.5630842949497,5.04075638987885e-06,0.0026951721995095,NA,"RidA family protein",3007
"103","LMB2_003011",854.574361616586,2.08042788364586,0.465807073068743,4.46628658929539,7.95889777036363e-06,0.0026951721995095,NA,"NADPH-dependent F420 reductase",3011
"104","LMB2_000730",202.420870938069,1.37937443006592,0.290569213845267,4.74714582392221,2.06307214392652e-06,0.00170674310026963,NA,"4Fe-4S binding protein",730
"105","LMB2_000815",520.924606569743,1.27319583910211,0.269407850798102,4.7259047400822,2.29093033593239e-06,0.00170674310026963,NA,"Rv2578c family radical SAM protein",815
"106","LMB2_002999",2662.50743089905,3.22868328435091,0.661959073145542,4.87746662192971,1.07457024413771e-06,0.00170674310026963,NA,"acyl-CoA dehydrogenase family protein",2999
"107","LMB2_003286",373.900824047677,1.28368042794959,0.269425277902098,4.76451370096032,1.89309654713144e-06,0.00170674310026963,NA,"ABC transporter substrate-binding protein",3286
"108","LMB2_000732",1992.62844310004,3.55057320490489,0.635291896114979,5.58888477346843,2.28532526355508e-08,8.51283660674266e-05,NA,"superoxide dismutase",732
